time,force_x,force_y,force_z,vibration_x,vibration_y,vibration_z,acoustic_emission_rms,tool_wear,ACTION_CODE
11764,-5.242,6.997,-0.719,0.36,-0.195,0.022,0.143,216.041232,0
11798,12.024,6.971,19.911,0.048,-0.239,-0.015,0.081,216.041232,0
11832,8.79,1.072,-5.992,0.003,0.085,-0.026,0.082,216.041232,0
11866,4.583,5.308,1.58,0.006,0.186,0.28,0.186,216.041232,0
11900,8.584,20.897,13.751,-0.179,0.062,-0.221,0.083,216.041232,0
11934,10.958,8.769,16.755,-0.048,-0.248,-0.133,0.097,216.041232,0
11968,8.019,1.952,-5.731,0.012,0.192,0.173,0.109,216.041232,0
12002,20.718,4.986,24.624,-0.086,0.171,0.074,0.106,216.041232,0
12036,-0.431,1.997,6.668,-0.059,-0.249,-0.187,0.089,216.041232,0
12070,11.906,3.515,-4.151,0.066,0.172,0.091,0.085,216.041232,0
12104,-4.395,4.7,7.376,0.033,-0.513,-0.313,0.07,216.041232,0
12138,17.046,3.19,-7.203,0.01,0.137,0.026,0.096,216.041232,0
12172,2.641,8.418,4.276,-0.009,0.004,0.265,0.097,216.041232,0
12206,17.486,-0.871,25.907,0.344,0.011,0.411,0.111,216.041232,0
12240,7.325,8.99,-4.282,0.078,0.22,0.042,0.08,216.041232,0
12274,2.947,0.854,-6.227,0.185,-0.025,-0.042,0.094,216.041232,0
12308,1.138,3.666,2.158,0.08,0.063,0.068,-0.004,216.041232,0
12342,5.711,7.688,16.839,-0.263,-0.279,-0.029,0.108,216.041232,0
12376,12.886,4.748,-6.994,0.047,0.177,-0.055,0.103,216.041232,0
12410,4.229,9.325,-2.904,-0.111,-0.019,0.209,0.118,216.041232,0
12444,4.703,-3.43,-7.797,-0.061,-0.212,-0.06,0.079,216.041232,0
12478,15.167,15.079,19.627,0.106,0.251,0.08,0.106,216.041232,0
12512,4.783,9.063,12.036,-0.159,-0.253,-0.269,0.088,216.041232,0
12546,-1.867,10.728,0.054,0.008,-0.088,-0.087,0.096,216.041232,0
12580,23.175,6.078,27.674,-0.099,0.048,0.104,0.109,216.041232,0
12614,2.114,0.22,-1.736,-0.025,0.034,0.154,0.077,216.041232,0
12648,7.583,1.837,17.943,0.193,-0.426,0.208,0.111,216.041232,0
12682,10.598,6.179,-3.64,0.019,0.188,-0.028,0.102,216.041232,0
12716,10.105,7.81,-8.999,0.078,0.041,-0.024,0.102,216.041232,0
12750,0.85,2.549,1.59,0.013,0,0,-0.005,216.041232,0
12784,-0.951,2.836,9.464,0.158,-0.378,0.134,0.102,216.041232,0
12818,7.356,3.304,-6.819,-0.035,0.344,0.028,0.085,216.041232,0
12852,-0.832,6.417,0.848,0.147,-0.045,0.046,0.166,216.041232,0
12886,-4.085,-4.606,-3.121,0.128,-0.67,-0.108,0.094,216.041232,0
12920,14.057,14.476,17.996,-0.084,0.176,0.044,0.105,216.041232,0
12954,7.424,5.016,6.052,-0.084,0.025,0.045,0.096,216.041232,0
12988,-0.343,13.976,2.86,0.45,-0.207,-0.012,0.112,216.041232,0
13022,8.521,6.723,15.66,-0.036,-0.221,-0.046,0.079,216.041232,0
13056,10.884,3.464,-9.568,0.095,-0.106,-0.18,0.081,216.041232,0
13090,18.235,-1.712,28.117,-0.256,0.039,0.081,0.093,216.041232,0
13124,7.806,10.576,-4.035,-0.135,0.354,-0.008,0.114,216.041232,0
13158,3.483,-0.293,-8.312,-0.072,0.114,-0.142,0.083,216.041232,0
13192,-2.199,17.264,0.438,0.354,-0.074,0.15,0.225,216.041232,0
13226,18.337,2.372,24.707,0.089,-0.137,-0.024,0.086,216.041232,0
13260,-0.778,3.826,1.831,0.067,-0.126,0.018,0.097,216.041232,0
13294,15.508,8.184,-4.118,-0.212,0.395,0.028,0.206,216.041232,0
13328,-3.24,1.216,-6.066,0.067,-0.102,-0.016,0.088,216.041232,0
13362,17.831,14.373,24.609,-0.002,0.327,0.064,0.118,216.041232,0
13396,-0.326,4.776,7.157,-0.323,0.08,0.027,0.101,216.041232,0
13430,16.019,4.201,25.19,-0.076,0.189,0.384,0.094,216.041232,0
13464,9.224,5.055,-0.909,0.119,0.101,0.019,0.118,216.041232,0
13498,6.475,10.847,-0.69,0.193,-0.284,-0.131,0.114,216.041232,0
13532,12.932,-0.564,22.344,0.157,-0.505,0.163,0.095,216.041232,0
13566,8.731,10.73,-6.263,0.051,0.15,-0.026,0.125,216.041232,0
13600,-0.985,4.348,-3.313,0.149,-0.007,-0.072,0.077,216.041232,0
13634,-0.212,19.172,0.851,0.329,-0.284,-0.338,0.177,216.041232,0
13668,19.804,2.586,26.546,-0.008,-0.057,0.084,0.098,216.041232,0
13702,0.117,2.417,1.682,0.014,0.078,-0.012,0.108,216.041232,0
13736,14.748,8.767,-2.44,-0.067,0.165,-0.099,0.2,216.041232,0
13770,3.8,10.007,-5.487,0.019,0.316,-0.272,0.103,216.041232,0
13804,7.373,-1.556,-7.031,0.181,0.003,0.033,0.112,216.041232,0
13838,11.623,7.88,18.823,0.22,0.115,0.411,0.11,216.041232,0
13872,-2.355,17.506,5.981,-0.118,0.394,0.182,0.095,216.041232,0
13906,16.222,12.571,22.73,0.049,-0.101,-0.031,0.101,216.041232,0
13940,10.597,3.06,-3.743,0.024,0.305,0.147,0.123,216.041232,0
13974,2.498,21.776,11.819,-0.025,0.653,0.206,0.108,216.041232,0
14008,10.864,10.72,19.442,-0.119,-0.238,-0.14,0.077,216.041232,0
14042,13.302,1.675,-9.103,0.019,-0.029,-0.07,0.087,216.041232,0
14076,11.96,-4.075,18.287,-0.023,-0.308,-0.064,0.178,216.060333,0
14110,3.108,9.738,-5.047,0.027,0.184,-0.044,0.094,216.060333,0
14144,12.119,-1.903,-8.755,-0.067,0.142,-0.112,0.097,216.060333,0
14178,4.685,1.708,4.326,0.137,0.372,0.308,0.193,216.060333,0
14212,0.659,15.41,5.4,0.116,0.063,-0.025,0.078,216.273243,0
14246,24.971,13.572,26.549,0.007,-0.083,-0.092,0.094,216.273243,0
14280,5.181,-2.229,-0.331,-0.12,-0.055,0.065,0.117,216.273243,0
14314,7.638,-6.739,-8.468,-0.017,-0.014,0.07,0.077,216.486152,0
14348,5.081,16.682,12.439,-0.036,0.356,0.007,0.115,216.486152,0
14382,17.46,13.668,18.023,0.053,-0.288,-0.186,0.083,216.486152,0
14416,-9.227,4.624,-1.633,-0.021,-0.015,-0.414,0.101,216.699061,0
14450,29.851,6.461,31.077,-0.007,0.221,-0.095,0.088,216.699061,0
14484,0.687,-3.073,6.309,-0.061,0.041,0.191,0.086,216.699061,0
14518,14.335,-5.476,-4.705,-0.153,-0.221,0.309,0.187,216.91197,0
14552,-8.89,-4.585,-6.712,-0.105,-0.031,-0.118,0.087,216.91197,0
14586,21.935,15.856,28.402,0,-0.148,-0.012,0.097,216.91197,0
14620,2.719,4.303,6.861,-0.44,0.219,-0.097,0.18,216.91197,0
14654,4.394,6.98,-0.675,-0.053,-0.163,-0.285,0.064,217.124879,0
14688,14.943,2.923,-8.264,0.091,0.02,-0.019,0.127,217.124879,0
14722,-4.745,-2.394,-3.176,-0.2,-0.171,0.175,0.123,217.124879,0
14756,17.341,2.582,22.865,0.183,-0.074,0.422,0.073,217.337788,0
14790,5.673,4.69,-1.848,0.085,0.03,0.031,0.118,217.337788,0
14824,12.646,9.528,-1.364,-0.016,0.004,-0.003,0.103,217.337788,0
14858,23.592,-6.092,27.292,0.194,-0.345,0.301,0.088,217.550697,0
14892,4.046,9.486,-4.09,-0.08,0.305,-0.067,0.12,217.550697,0
14926,2.947,-0.34,-7.8,0.052,-0.009,-0.022,0.09,217.550697,0
14960,-0.913,9.73,-8.93,-0.037,-0.032,-0.319,0.214,217.763606,0
14994,13.599,-3.345,-4.244,-0.096,-0.011,0.013,0.106,217.763606,0
15028,-0.874,8.323,4.446,-0.072,0.185,0.048,0.087,217.763606,0
15062,28.873,10.072,28.459,0.22,-0.076,-0.089,0.159,217.763606,0
15096,18.328,12.744,21.196,-0.113,0.58,0.138,0.074,217.976516,0
15130,7.085,11.937,16.63,-0.246,-0.243,-0.247,0.105,217.976516,0
15164,9.96,2.735,-3.449,-0.064,-0.008,0.082,0.102,217.976516,0
15198,-1.36,17.47,6.951,-0.11,0.209,0.124,0.078,218.189425,0
15232,24.053,9.065,26.888,0.003,-0.244,-0.057,0.098,218.189425,0
15266,3.76,-0.589,-1.976,-0.043,0.162,0.212,0.099,218.189425,0
15300,-2.957,3.869,6.881,0.069,-0.209,0.085,0.081,218.402334,0
15334,10.201,0.116,-7.676,0.024,0.208,-0.045,0.091,218.402334,0
15368,10.247,5.182,-6.736,0.05,-0.138,-0.148,0.08,218.402334,0
15402,-3.866,-6.565,-5.25,0.355,-0.882,-0.271,0.222,218.615243,0
15436,15.166,8.476,21.745,0.033,0.174,-0.089,0.127,218.615243,0
15470,2.204,6.468,12.554,0.049,-0.133,0.011,0.095,218.615243,0
15504,24.241,8.047,-7.615,0.015,-0.153,-0.256,0.167,218.615243,0
15538,14.344,6.206,-6.955,0.018,0.241,-0.211,0.08,218.828152,0
15572,5.831,1.53,-5.43,-0.144,-0.048,-0.122,0.11,218.828152,0
15606,0.118,3.404,7.74,0.082,-0.062,-0.029,0.108,218.828152,0
15640,22.6,-4.602,28.253,-0.016,-0.43,-0.052,0.089,219.041061,0
15674,1.74,9.209,-0.093,0.035,0.113,-0.032,0.097,219.041061,0
15708,11.454,6.485,-4.079,0.149,-0.038,-0.146,0.095,219.041061,0
15742,8.904,8.358,-10.225,0.291,0.583,-0.037,0.12,219.25397,0
15776,-9.069,-5.493,-5.992,-0.028,-0.244,0.007,0.113,219.25397,0
15810,22.734,14.749,31.884,0.162,0.403,0.227,0.083,219.25397,0
15844,16.04,5.083,-8.215,0.019,0.47,0.272,0.214,219.466879,0
15878,-11.14,-0.578,-5.264,0.061,-0.203,-0.025,0.126,219.466879,0
15912,28.264,13.292,32.257,0.162,0.06,-0.021,0.084,219.466879,0
15946,0.137,-1.425,1.604,-0.124,-0.22,0.052,0.136,219.466879,0
15980,19.391,-2.19,-6.62,-0.136,0.311,0.16,0.083,219.679789,0
16014,-0.837,9.439,3.382,0.044,0.173,-0.023,0.087,219.679789,0
16048,30.323,11.585,30.452,-0.222,0.029,-0.175,0.106,219.679789,0
16082,23.086,2.505,-10.317,0.173,0.408,0.093,0.081,219.892698,0
16116,-6.408,1.16,-2.472,-0.041,-0.257,0.008,0.098,219.892698,0
16150,20.355,4.648,26.258,0.027,0.279,0.072,0.108,219.892698,0
16184,9.029,13.23,-9.474,-0.132,0.276,-0.076,0.104,220.105607,0
16218,-8.658,-3.483,-5.318,-0.167,-0.167,0.02,0.124,220.105607,0
16252,25.947,15.917,34.524,0.033,0.14,0.184,0.111,220.105607,0
16286,35.975,-0.698,38.161,-0.084,-0.016,-0.089,0.157,220.318516,0
16320,6.551,5.443,-1.712,0.003,0.123,-0.054,0.105,220.318516,0
16354,11.046,4.115,-5.778,0.003,-0.044,-0.148,0.114,220.318516,0
16388,2.998,3.112,7.686,0.216,-0.148,-0.185,0.166,220.318516,0
16422,14.745,1.804,-5.618,-0.01,-0.069,-0.124,0.086,220.531425,0
16456,-4.923,-5.723,-5.318,-0.032,-0.106,-0.06,0.109,220.531425,0
16490,12.129,7.463,17.87,0.135,0.002,0.002,0.084,220.531425,0
16524,6.618,-5.506,-5.706,-0.186,-0.17,0.027,0.087,220.744334,0
16558,5.956,14.758,16.114,-0.059,0.219,0.416,0.094,220.744334,0
16592,2.597,5.86,9.02,-0.066,-0.252,0.232,0.092,220.744334,0
16626,-6.454,8.026,-2.563,0.189,-0.199,-0.263,0.098,220.957243,0
16660,33.24,6.739,33.631,-0.016,-0.015,0.189,0.113,220.957243,0
16694,0.516,0.67,-4.899,-0.027,0.211,0.112,0.108,220.957243,0
16728,28.317,20.126,31.456,0.017,0.142,-0.056,0.168,221.170152,0
16762,-1.576,2.491,6.338,-0.035,-0.309,-0.226,0.094,221.170152,0
16796,16.874,6.001,-10.243,0.023,0.283,0.06,0.132,221.170152,0
16830,-6.527,-6.365,0.719,-0.194,0.397,0.251,0.188,221.170152,0
16864,0.892,1.889,13.068,0.138,-0.303,0.083,0.087,221.383062,0
16898,18.499,3.42,-8.312,-0.129,0.102,-0.133,0.089,221.383062,0
16932,-5.847,-0.777,5.385,0.164,-0.248,0.143,0.142,221.383062,0
16966,8.116,-6.703,-6.913,0.175,-0.307,-0.191,0.114,221.595971,0
17000,15.716,11.938,24.241,-0.221,0.275,0.21,0.076,221.595971,0
17034,-4.984,2.499,5.563,0.151,-0.366,-0.242,0.097,221.595971,0
17068,36.443,1.875,35.642,-0.34,0.121,0.119,0.091,221.80888,0
17102,9.19,6.516,-2.866,0.151,0.184,0.094,0.088,221.80888,0
17136,-3.059,7.844,0.82,0.008,-0.265,0.073,0.115,221.80888,0
17170,-0.505,7.965,0.6,0.003,-0.089,-0.161,0.164,222.021789,0
17204,15.355,0.986,-5.919,0.179,-0.075,-0.063,0.126,222.021789,0
17238,14.698,13.359,24.017,-0.257,0.364,0.155,0.097,222.021789,0
17272,-3.42,7.708,9.992,0.143,-0.095,-0.256,0.175,222.021789,0
17306,35.227,9.166,36.566,0.031,-0.218,-0.114,0.073,222.234698,0
17340,15.702,1.906,-5.073,0.07,0.133,-0.017,0.102,222.234698,0
17374,-5.294,7.791,0.04,0.222,0.064,0.371,0.114,222.234698,0
17408,28.417,8.021,33.012,-0.211,0.223,0.038,0.082,222.447607,0
17442,-0.253,4.81,6.97,0.031,-0.056,0.006,0.073,222.447607,0
17476,13.996,13.128,-1.75,-0.119,0.031,-0.307,0.092,222.447607,0
17510,3.882,8.079,20.024,-0.1,-0.39,0.317,0.088,222.660516,0
17544,18.242,0.802,-8.333,-0.132,0.025,-0.201,0.092,222.660516,0
17578,8.129,14.593,23.457,0.232,0.071,-0.058,0.104,222.660516,0
17612,-1.829,5.947,-3.832,0.133,-0.205,-0.266,0.127,222.900794,0
17646,17.849,1.527,-8.897,-0.025,0.112,0.016,0.097,222.900794,0
17680,-7.474,-1.125,-4.325,0.054,0.078,0.393,0.096,222.900794,0
17714,26.757,15.725,21.442,0.357,0.218,0.138,0.182,222.900794,0
17748,-6.92,12.83,1.619,-0.017,0.001,0.051,0.09,223.141072,0
17782,31.797,12.893,28.846,-0.057,0.129,-0.147,0.088,223.141072,0
17816,1.239,-0.968,-3.22,0.044,0.056,0.144,0.098,223.141072,0
17850,29.382,6.839,28.427,0.256,-0.545,0.248,0.084,223.381349,0
17884,12.358,3.665,-9.601,-0.195,0.2,-0.054,0.085,223.381349,0
17918,1.976,10.254,-3.109,-0.099,0.141,-0.148,0.109,223.381349,0
17952,-3.427,-8.233,-7.735,0.277,-0.753,0.048,0.094,223.621627,0
17986,3.097,13.029,8.157,0.031,0.267,-0.026,0.101,223.621627,0
18020,36.063,17.229,30.055,0.173,-0.019,-0.136,0.106,223.621627,0
18054,-5.231,5.551,0.57,0.047,-0.316,0.025,0.141,223.861905,0
18088,22.944,4.348,-12.61,0.207,0.176,0.066,0.094,223.861905,0
18122,-0.008,2.832,-7.417,0.179,-0.161,0.078,0.091,223.861905,0
18156,3.956,-7.339,6.863,0.016,-0.1,0.158,0.183,223.861905,0
18190,22.028,-3.076,-8.695,0.133,-0.26,0.129,0.104,224.102182,0
18224,-2.52,3.973,-1.625,0.037,0.058,0.291,0.103,224.102182,0
18258,22.248,7.17,23.978,-0.109,-0.077,-0.303,0.115,224.102182,0
18292,25.686,0.884,-5.813,0.074,0.257,0.426,0.097,224.34246,0
18326,-9.781,-1.787,-7.395,-0.028,-0.035,-0.092,0.079,224.34246,0
18360,15.098,8.787,14.789,-0.037,0.373,0.215,0.087,224.34246,0
18394,32.212,-0.784,30.111,-0.193,-0.434,0.192,0.097,224.582738,0
18428,-5.038,3.928,0.958,0.123,-0.127,0.003,0.086,224.582738,0
18462,22.521,4.173,-16.11,0.075,0.022,-0.168,0.109,224.582738,0
18496,21.652,30.699,22.338,-0.609,0.675,-0.027,0.12,224.823015,0
18530,28.453,6.185,25.289,0.067,-0.301,0.099,0.103,224.823015,0
18564,-6,3.769,1.616,0.022,0.023,0.19,0.098,224.823015,0
18598,27.569,5.405,-8.824,-0.084,0.088,-0.123,0.184,224.823015,0
18632,-11.847,-3.42,-8.439,0.047,-0.348,0.188,0.086,225.063293,0
18666,4.837,7.892,11.256,0.101,0.062,0.039,0.098,225.063293,0
18700,38.434,20.41,29.315,-0.041,-0.146,-0.172,0.097,225.063293,0
18734,23.764,3.782,-7.307,0.05,0.317,-0.011,0.105,225.303571,0
18768,-4.999,-2.379,-7.538,-0.138,-0.313,0.036,0.096,225.303571,0
18802,7.718,3.951,10.792,0.297,0.279,0.385,0.084,225.303571,0
18836,-6.123,19.229,-0.976,0.101,-0.124,0.439,0.087,225.543848,0
18870,33.192,8.334,27.928,-0.301,0.147,-0.07,0.119,225.543848,0
18904,-5.422,-1.52,-3.94,0.03,-0.241,0.097,0.115,225.543848,0
18938,43.784,3.094,35.198,-0.092,0.301,0.279,0.101,225.784126,0
18972,-0.776,0.525,5.642,-0.195,0.029,-0.196,0.093,225.784126,0
19006,11.291,1.352,-13.662,0.078,0.183,0.229,0.113,225.784126,0
19040,1.313,3.407,-0.622,0.072,0.041,0.037,-0.005,226.024404,0
19074,25.833,1.589,-10.822,0.012,0.362,0.11,0.085,226.024404,0
19108,0.574,3.352,-6.757,0.145,-0.318,0.058,0.089,226.024404,0
19142,0.597,-6.929,6.747,0.178,0.3,0.801,0.117,226.024404,0
19176,-0.474,-11.585,-11.291,-0.179,-0.176,-0.07,0.111,226.264681,0
19210,1.738,14.609,8.046,0.202,0.251,0.301,0.108,226.264681,0
19244,36.576,11.132,26.736,-0.051,0.333,-0.186,0.091,226.264681,0
19278,38.345,5.381,32.292,-0.625,0.852,0.031,0.103,226.504959,0
19312,6.009,4.434,12.414,0.113,-0.345,0.118,0.09,226.504959,0
19346,16.459,4.89,-11.266,-0.043,-0.07,-0.006,0.101,226.504959,0
19380,10.612,-9.933,-10.685,-0.089,-0.089,0.286,0.095,226.745237,0
19414,-5.154,10.764,-2.056,-0.184,0.196,-0.076,0.096,226.745237,0
19448,26.57,9.521,33.043,-0.419,0.329,-0.308,0.099,226.745237,0
19482,11.381,4.485,20.005,0.18,0.152,0.608,0.174,226.985514,0
19516,9.684,7.403,-7.346,0.079,0.229,-0.148,0.1,226.985514,0
19550,21.317,4.982,-12.891,0.02,0.244,-0.191,0.09,226.985514,0
19584,-10.749,0.89,-4.187,-0.102,0.028,0.673,0.149,226.985514,0
19618,1.651,28.37,6.412,0.094,0.282,-0.095,0.09,227.225792,0
19652,37.055,9.731,32.428,0.219,0.193,-0.138,0.097,227.225792,0
19686,2.052,7.553,6.439,-0.101,-0.166,0.279,0.092,227.225792,0
19720,22.02,4.913,21.964,-0.272,-0.221,0.059,0.104,227.46607,0
19754,-0.57,4.849,0.029,0.13,0.056,0.118,0.078,227.46607,0
19788,26.086,4.423,-12.276,-0.131,-0.056,-0.002,0.094,227.46607,0
19822,-1.768,-12.39,-8.192,0.041,-0.367,0.149,0.1,227.706347,0
19856,-5.069,13.913,4.652,0.132,-0.017,0.233,0.102,227.706347,0
19890,44.586,18.492,40.48,0.394,0.341,0.346,0.102,227.706347,0
19924,0.337,-15.014,-7.134,0.112,-0.666,0.077,0.181,227.946625,0
19958,-8.671,10.206,-1.105,-0.175,0.239,0.029,0.082,227.946625,0
19992,39.638,16.538,37.259,-0.39,0.073,-0.315,0.109,227.946625,0
20026,12.871,13.918,14.085,-0.199,0.213,-0.54,0.185,227.946625,0
20060,19.432,-3.05,-7.401,0.04,-0.057,0.083,0.106,228.186903,0
20094,-3.01,9.321,3.253,0.048,-0.16,0.263,0.099,228.186903,0
20128,35.773,18.247,25.33,-0.554,0.238,-0.314,0.098,228.186903,0
20162,11.155,11.806,-11.034,0.122,0.143,-0.334,0.113,228.42718,0
20196,19.604,2.687,-11.436,0.214,0.069,0.016,0.081,228.42718,0
20230,-9.784,5.605,-0.537,-0.088,-0.014,0.252,0.095,228.42718,0
20264,25.089,1.332,25.465,-0.331,-0.15,-0.199,0.113,228.667458,0
20298,-2.651,6.131,-2.133,0.138,-0.066,0.056,0.102,228.667458,0
20332,27.618,6.14,-14.974,-0.092,0.128,0.008,0.116,228.667458,0
20366,15.861,-9.937,-6.69,0.649,-0.573,0.132,0.141,228.907736,0
20400,-11.137,0.68,-2.979,0.063,0.055,0.324,0.104,228.907736,0
20434,26.766,14.736,28.075,-0.083,0.253,-0.111,0.108,228.907736,0
20468,32.33,24.098,25.674,-0.224,-0.384,0.228,0.174,228.907736,0
20502,7.462,-5.962,-9.143,-0.153,-0.162,0.183,0.093,229.148013,0
20536,-6.65,6.659,1.704,-0.071,-0.045,0.173,0.094,229.148013,0
20570,29.198,9.439,28.287,-0.511,0.12,-0.735,0.093,229.148013,0
20604,28.162,-1.848,-7.947,0.112,-0.234,-0.14,0.142,229.388291,0
20638,-6.872,2.32,-7.162,0.19,-0.03,0.118,0.113,229.388291,0
20672,10.237,0.325,16.549,-0.291,0.589,0.085,0.104,229.388291,0
20706,-0.686,6.464,2.075,0.166,-0.119,-0.023,0.112,229.628569,0
20740,26.984,6.746,-15.914,0.004,0.198,-0.134,0.101,229.628569,0
20774,2.303,10.823,-1.714,-0.119,0.241,-0.05,0.102,229.628569,0
20808,16.132,36.583,21.639,0.205,0.218,0.114,0.102,229.868846,0
20842,43.137,9.314,37.95,-0.063,0.111,-0.17,0.096,229.868846,0
20876,-5.847,2.499,7.02,-0.259,0.026,0.136,0.112,229.868846,0
20910,4.165,4.039,0.092,0.047,0.031,0.035,-0.005,230.109124,0
20944,32.022,11.467,30.729,0.179,0.228,0.287,0.11,230.109124,0
20978,29.423,20.678,29.756,-0.36,0.031,-0.283,0.095,230.109124,0
21012,-1.212,-1.199,-0.229,0.4,-0.175,0.014,0.141,230.109124,0
21046,46.771,5.709,43.782,0.185,0.144,-0.137,0.103,230.349402,0
21080,7.866,11.695,16.099,-0.048,-0.479,0.044,0.094,230.349402,0
21114,9.26,2.391,-7.498,0.09,-0.103,0.06,0.086,230.349402,0
21148,31.709,9.587,30.034,-0.073,0.568,0.02,0.113,231.033078,0
21182,-4.347,4.497,8.935,0.011,-0.182,-0.019,0.094,231.033078,0
21216,30.613,10.979,-11.848,0.182,0.169,-0.008,0.11,231.033078,0
21250,32.844,-0.017,-12.722,-0.275,0.581,0.322,0.12,231.716754,0
21284,-15.932,2.351,-1.988,0.079,-0.203,0.005,0.111,231.716754,0
21318,39.618,22.353,37.125,0.014,0.006,-0.14,0.092,231.716754,0
21352,6.867,11.735,-10.801,0.101,0.043,-0.146,0.175,232.400431,0
21386,-0.337,-7.457,-6.632,0.124,-0.418,0.009,0.098,232.400431,0
21420,25.539,12.337,26.441,0.236,0.032,-0.158,0.105,232.400431,0
21454,-5.631,3.749,5.339,0.415,-0.588,-0.173,0.152,232.400431,0
21488,-12.364,16.362,1.913,-0.098,0.303,-0.179,0.12,233.084107,0
21522,32.083,17.601,30.857,0.027,-0.37,-0.134,0.107,233.084107,0
21556,17.207,0.184,-7.898,0.026,-0.4,0.025,0.1,233.084107,0
21590,37.049,11.399,37.653,0.058,-0.167,0.002,0.107,233.767783,0
21624,-3.66,4.198,8.533,0.091,-0.134,0.069,0.087,233.767783,0
21658,28.385,8.582,-13.105,0.101,0.104,-0.283,0.096,233.767783,0
21692,11.394,11.878,-10.604,0.085,0.401,-0.232,0.102,234.45146,0
21726,1.255,-2.612,-8.843,0.044,-0.439,0.081,0.096,234.45146,0
21760,12.38,7.7,21.076,-0.366,0.458,0.033,0.116,234.45146,0
21794,21.932,-5.452,-7.1,0.393,-0.605,-0.212,0.209,235.135136,0
21828,-2.882,19.6,12.138,-0.04,0.188,-0.123,0.099,235.135136,0
21862,31.582,22.585,33.778,-0.176,-0.386,-0.469,0.09,235.135136,0
21896,11.448,0.45,-7.282,0.118,0.129,0.186,0.18,235.135136,0
21930,-3.713,7.014,10.595,-0.18,-0.221,-0.031,0.097,235.818813,0
21964,24.953,3.487,-13.658,0.187,0.13,-0.057,0.093,235.818813,0
21998,-14.014,6.257,0.647,0.152,-0.175,0.104,0.095,235.818813,0
22032,46.585,3.518,42.291,0.177,-0.172,0.073,0.115,236.502489,0
22066,0.478,6.208,-3.918,0.044,0.03,0.125,0.091,236.502489,0
22100,4.617,9.087,-3.552,-0.026,-0.197,-0.194,0.089,236.502489,0
22134,-19.626,9.954,-3.571,-0.007,-0.235,0.068,0.119,237.186165,0
22168,50.159,12.628,39.226,0.018,0.346,-0.09,0.086,237.186165,0
22202,-7.867,-5.373,-3.527,0.013,0.133,0.329,0.102,237.186165,0
22236,42.518,-3.727,36.602,0.263,-0.458,0.601,0.165,237.869842,0
22270,5.751,6.844,-7.987,-0.08,0.198,-0.132,0.095,237.869842,0
22304,2.465,2.846,-10.158,-0.032,-0.262,-0.161,0.108,237.869842,0
22338,9.834,-0.661,13.429,0.785,-0.01,-0.02,0.238,237.869842,0
22372,39.229,16.891,32.597,0.065,0.204,-0.277,0.116,238.553518,0
22406,-0.348,0.608,9.414,0.32,-0.258,0.113,0.106,238.553518,0
22440,28.006,12.129,-8.324,0.045,0.14,-0.47,0.129,238.553518,0
22474,41.104,20.463,36.347,-0.411,0.541,0.093,0.127,239.237194,0
22508,4.697,4.788,14.283,-0.009,-0.336,0.093,0.098,239.237194,0
22542,31.218,9.553,-11.671,-0.01,-0.284,-0.856,0.092,239.237194,0
22576,21.824,-4.442,-8.604,0.275,-0.614,0.108,0.118,239.920871,0
22610,-10.04,12.961,5.277,0.027,0.375,0.156,0.105,239.920871,0
22644,53.037,16.323,37.336,-0.467,0.09,0.03,0.107,239.920871,0
22678,-21.951,4.51,-4.039,0.592,-0.905,0.443,0.148,240.604547,0
22712,47.7,10.865,38.929,0.203,0.044,0.218,0.116,240.604547,0
22746,-9.814,0.678,7.456,-0.091,-0.303,-0.109,0.104,240.604547,0
22780,2.355,4.05,0.585,0.046,0.026,0.032,-0.005,241.288224,0
22814,44.254,12.098,38.85,-0.271,0.57,0.11,0.096,241.288224,0
22848,-4.045,5.009,12.415,-0.034,-0.229,-0.034,0.096,241.288224,0
22882,36.692,9.667,-10.786,-0.039,-0.013,0.043,0.156,241.288224,0
22916,31.869,8.508,-13.774,-0.114,0.692,-0.177,0.113,241.9719,0
22950,-18.281,-0.027,-4.531,0.061,-0.291,0.099,0.101,241.9719,0
22984,34.319,11.712,30.748,-0.354,0.376,-0.911,0.097,241.9719,0
23018,-16.81,15.531,2.859,0.086,-0.386,0.199,0.1,242.655576,0
23052,53.648,15.365,38.481,-0.017,-0.16,-0.006,0.105,242.655576,0
23086,-3.568,-1.841,-3.62,0.111,-0.147,0.113,0.096,242.655576,0
23120,61.497,6.338,43.707,-0.088,0.296,0.445,0.117,243.339253,0
23154,-2.69,4.706,0.315,0.097,-0.03,0.041,0.087,243.339253,0
23188,28.181,6.964,-17.496,0.192,-0.05,-0.544,0.099,243.339253,0
23222,36.621,7.288,-17.973,0.018,0.493,-0.19,0.21,244.022929,0
23256,-25.327,-5.411,-6.93,0.006,-0.227,0.222,0.13,244.022929,0
23290,33.232,15.053,31.616,0.021,0.192,-0.114,0.09,244.022929,0
23324,4.974,10.981,12.007,0.197,-0.393,0.827,0.137,244.022929,0
23358,3.761,10.167,-10.839,-0.036,0.126,-0.257,0.122,244.706605,0
23392,20.052,2.826,-10.694,-0.135,0.187,-0.078,0.102,244.706605,0
23426,-8.655,-0.659,8.793,-0.386,0.114,0.555,0.105,244.706605,0
23460,15.519,-2.914,-10.824,-0.161,0.055,0.381,0.113,245.390282,0
23494,-19.178,1.029,0.99,-0.083,0.03,0.213,0.094,245.390282,0
