Time,force_x,force_y,force_z,vibration_x,vibration_y,vibration_z,acoustic_emission_rms,tool_wear,ACTION_CODE
29584,88.498,35.287,52.313,-0.311,-0.445,-1.396,0.103,308.673839,1
29670,-23.604,3.106,-7.986,-0.172,-0.163,0.204,0.094,309.819473,1
29756,49.905,19.306,49.847,-0.546,-0.47,-0.412,0.082,310.965108,1
29842,-22.703,-12.881,-6.532,0.272,-0.697,0.219,0.086,312.110743,1
29928,31.974,3.015,-14.641,0.056,0.578,0.208,0.149,312.110743,1
30014,-9.702,3.911,18.485,-0.773,0.128,-0.117,0.103,313.256377,1
30100,-43.549,-3.065,-4.754,-0.05,-0.255,0.156,0.1,314.402012,1
30186,14.454,-1.607,-8.438,0.259,-0.381,-0.354,0.114,315.547647,1
30272,48.149,37.241,39.33,-0.197,1.15,-0.283,0.119,316.693282,1
30358,40.796,17.965,-6.594,0.173,0.167,-0.945,0.111,316.693282,1
30444,65.7,21.43,48.909,0.008,0.026,-0.993,0.12,317.838916,1
30530,62.573,16.06,-24.294,-0.295,0.406,-0.403,0.102,318.984551,1
30616,74.436,10.098,55.193,-0.567,0.527,-0.255,0.104,320.130186,1
30702,1.151,3.492,1.157,0.008,-0.014,-0.005,-0.004,321.275821,1
30788,100.84,36.176,61.101,0.251,0.157,0.111,0.108,321.275821,1
30874,-46.169,-5.083,-3.041,-0.036,-0.49,0.26,0.111,322.421455,1
30960,54.404,10.985,-24.023,0.016,0.464,-0.185,0.096,323.56709,1
31046,77.225,11.569,58.311,-0.127,-0.28,0.075,0.081,324.712725,1
31132,-32.938,-14.109,6.569,-0.07,0.369,1.191,0.124,324.712725,1
31218,88.88,30.934,62.14,-0.065,0.077,-0.41,0.111,325.858359,1
31304,-13.983,-0.424,-8.796,-0.204,-0.24,-0.239,0.114,327.003994,1
31390,12.75,9.203,-14.013,-0.026,0.05,-0.324,0.116,328.149629,1
31476,-11.381,16.305,-11.957,-0.212,0.522,-0.251,0.173,329.295263,1
31562,115.01,42.182,69.148,-0.579,0.21,-1.263,0.113,329.295263,1
31648,63.008,11.478,-27.52,0.22,0.094,-0.682,0.128,330.440898,1
31734,-47.764,6.708,-5.755,0.152,-0.3,0.752,0.091,330.599233,1
31820,104.92,8.539,69.809,0.145,-0.501,0.509,0.094,330.757569,1
31906,29.532,18.376,-8.469,0.162,-0.064,-0.889,0.091,330.757569,1
31992,-40.537,-3.693,9.973,-0.224,0.009,0.537,0.14,330.915904,1
32078,54.887,22.78,55.887,0.025,-0.376,-0.035,0.112,331.074239,1
32164,72.015,19.555,48.006,0.048,0.33,-0.328,0.117,331.232574,1
32250,10.524,2.03,-14.149,-0.123,0.185,-0.185,0.154,331.390909,1
32336,40.092,4.579,35.481,-0.254,0.38,-0.637,0.13,331.390909,1
32422,45.812,18.696,34.486,0.038,0.364,-0.145,0.127,331.549244,1
32508,34.286,14.331,48.003,-0.199,-0.52,0.161,0.127,331.70758,1
32594,118.02,13.553,68.789,-0.175,-0.092,0.575,0.127,331.865915,1
32680,6.445,19.402,-6.543,0.548,-0.061,-0.514,0.139,331.865915,1
32766,40.445,-4.134,-18.311,0.313,0.519,0.096,0.144,332.02425,1
32852,42.84,16.888,31.927,0.04,0.438,0.042,0.125,332.182585,1
32938,90.138,10.419,66.205,-0.362,-0.22,-0.53,0.125,332.340921,1
33024,-31.734,1.707,2.989,-0.317,0.159,0.349,0.14,332.340921,1
33110,22.375,1.629,30.465,1.062,-0.622,0.444,0.157,332.499256,1
33196,33.736,9.144,-16.136,0.061,0.206,-0.37,0.143,332.657591,1
33282,89.183,19.722,61.707,-0.377,0.175,-0.649,0.161,332.815926,1
33368,-10.219,38.161,26.041,-0.203,0.495,-1.016,0.145,332.974261,1
33454,58.587,10.934,-21.975,0.924,-0.489,-0.125,0.159,332.974261,1
33540,28.61,13.775,-16.71,-0.212,0.17,-0.845,0.178,333.132596,1
33626,59.667,13.728,-23.833,0.185,0.286,-0.598,0.175,333.290932,1
33712,-33.282,-12.032,-6.389,-0.218,-0.951,0.258,0.199,333.449267,1
33798,-41.477,-24.394,-3.737,0.898,-1.463,0.639,0.308,333.607602,1
33884,10.911,11.028,25.977,0.142,-0.31,0.42,0.186,333.607602,1
33970,-12.411,-3.707,-3.981,0.058,-0.152,0.295,0.224,333.765937,1
34056,-12.151,-0.308,1.06,0.144,-0.306,0.35,0.326,333.924273,1
34142,97.323,7.265,66.184,-0.736,0.125,-0.056,0.09,334.082608,1
34228,-23.08,9.161,-3.252,-0.694,0.076,-0.555,0.134,334.082608,1
34314,61.6,9.834,-32.018,-0.103,0.539,-0.251,0.246,334.240943,1
34400,13.784,9.36,22.987,0.193,0.176,-0.181,0.27,334.399278,1
34486,-28.181,4.109,2.503,0.037,-0.397,0.166,0.2,334.557613,1
34572,14.383,7.136,-15.266,-0.106,0.588,-0.49,0.269,334.715949,1
34658,-22.037,-16.351,13.375,0.271,0.327,0.695,0.205,334.715949,1
