Time,force_x,force_y,force_z,vibration_x,vibration_y,vibration_z,acoustic_emission_rms,tool_wear,ACTION_CODE
29584,-1.665,-0.206,25.655,-0.373,-0.281,0.349,0.092,299.546761,0
29670,-49.116,-10.248,-9.599,-0.052,-0.382,0.274,0.115,299.546761,0
29756,57.276,32.216,48.17,-0.21,-0.151,-0.199,0.09,300.157933,1
29842,66.909,22.81,50.275,-0.055,-0.058,-0.195,0.103,300.765739,1
29928,-4.322,-12.901,-13.355,0.371,-0.339,-0.073,0.139,301.370024,1
30014,0.846,-0.383,-1.878,0.018,-0.004,-0.011,-0.004,301.370024,1
30100,2.079,-12.283,3.309,0.13,0.08,-0.354,0.147,301.970641,1
30186,2.828,-0.978,6.922,-0.005,0.066,-0.231,0.147,302.56745,1
30272,1.072,-9.336,-16.947,0.329,-0.11,-0.082,0.09,303.160317,1
30358,41.482,-8.913,-19.428,-0.001,-0.008,-0.016,0.112,303.749117,1
30444,92.359,33.419,56.946,-0.14,0.41,-0.443,0.141,303.749117,1
30530,-16.96,4.692,-24.342,0.188,0.05,0.274,0.102,304.33373,1
30616,49.545,12.063,-18.477,-0.008,0.186,0.177,0.13,304.914044,1
30702,29.971,6.729,42.069,0.011,-0.093,0.107,0.121,305.489956,1
30788,-32.309,13.262,-24.054,-0.466,-0.178,0.453,0.205,305.489956,1
30874,95.728,44.839,57.814,-0.369,0.005,-0.061,0.108,306.061371,1
30960,-54.992,-21.454,-4.245,0.275,-0.024,-0.151,0.118,306.628199,1
31046,82.902,16.752,56.608,-0.07,0.024,-0.255,0.101,307.19036,1
31132,102,21.911,67.898,0.04,0.122,-0.014,0.091,307.747784,1
31218,57.41,20.509,-27.096,-0.169,0.028,0.237,0.114,307.747784,1
31304,-49.922,-13.009,-11.563,-0.07,-0.263,0.074,0.124,308.300405,1
31390,-17.3,-4.713,-18.812,0.084,-0.133,0.081,0.112,308.848168,1
31476,-35.045,-22.599,-10.786,0.331,-0.026,-0.16,0.146,309.391028,1
31562,67.459,45.091,38.633,-0.037,0.719,-0.222,0.255,309.391028,1
31648,-8.983,-4.219,16.7,0.049,0.192,-0.204,0.153,309.928945,1
31734,22.699,9.981,34.49,0.335,0.111,-0.269,0.18,310.461891,1
31820,28.228,-0.404,-16.335,-0.053,0.241,0.051,0.146,310.989843,1
31906,93.837,4.126,61.366,0.328,-0.114,-0.014,0.163,311.512791,1
31992,18.862,-5.373,-5.314,-0.079,-0.084,-0.085,0.165,311.512791,1
32078,80.47,32.584,53.853,-0.029,-0.115,-0.085,0.144,312.03073,1
32164,-9.118,-5.257,20.444,0.166,0.099,0.202,0.124,312.543667,1
32250,56.076,37.047,34.132,-0.208,-0.198,-0.314,0.128,313.051617,1
32336,-9.74,-0.34,19.949,0.244,0.164,-0.101,0.134,313.051617,1
32422,94.707,42.147,58.056,-0.299,0.08,0.036,0.172,313.554601,1
32508,-53.738,-17.47,-9.975,0.019,-0.011,0.135,0.143,314.052654,1
32594,68.293,25.782,47.8,-0.018,0.145,-0.123,0.132,314.545817,1
32680,45.116,47.945,35.758,-0.102,0.013,0.283,0.299,315.03414,1
32766,-10.693,-6.292,17.282,0.33,-0.355,-0.34,0.193,315.03414,1
32852,62.168,24.493,44.159,-0.068,0.028,-0.089,0.158,315.517683,1
32938,12.253,19.579,27.427,0.162,0.108,0.306,0.136,315.996513,1
33024,63.682,16.172,-32.213,0.187,0.108,-0.316,0.151,316.470709,1
33110,-43.947,-23.158,4.36,0.176,-0.197,0.167,0.178,316.470709,1
33196,-57.913,-21.884,-0.429,0.186,-0.267,0.182,0.168,316.940357,1
33282,54.964,17.159,-27.269,-0.207,-0.001,-0.11,0.214,317.40555,1
33368,48.749,11.393,49.862,-0.226,-0.097,-0.174,0.187,317.866395,1
33454,-66.236,-19.91,-1.723,0.474,-0.002,-0.466,0.316,318.323002,1
33540,89.532,46.209,53.247,-0.006,0.405,-0.029,0.212,318.323002,1
33626,116.01,39.91,63.469,0.106,-0.077,-0.089,0.165,318.775493,1
33712,103.41,17.434,69.025,-0.195,-0.017,-0.218,0.171,319.223997,1
33798,55.12,9.709,-14.745,0.04,0.075,0.107,0.365,319.223997,1
33884,-17.496,-2.356,17.692,-0.146,0.405,-0.134,0.202,319.668654,1
33970,112.08,38.591,60.824,0.125,0.022,-0.2,0.203,320.109609,1
34056,38.544,6.53,54.108,0.127,0.124,-0.089,0.216,320.547017,1
34142,-15.514,16.229,-31.358,-0.127,-0.15,0.134,0.187,320.547017,1
34228,30.515,14.038,-29.834,-0.278,-0.057,0.234,0.247,320.981042,1
34314,53.622,27.121,42.702,-0.098,0.094,0.061,0.265,321.411854,1
34400,-3.333,-9.973,-20.959,-0.055,-0.297,-0.3,0.25,321.839631,1
34486,52.073,18.234,-36.811,-0.378,0.185,-0.141,0.306,322.264561,1
34572,8.412,-8.697,40.922,0.167,-0.072,0.05,0.257,322.264561,1
34658,103.91,38.687,52.987,-0.086,-0.039,-0.133,0.242,322.686837,1
